canonical_name,n_users,sample_desc,avg_conf,polarity_neg,polarity_pos,max_sim_to_predef,best_predef_match,category
strong_reaction_to_bad_quality,1,"The user has a very negative reaction to shows they consider poorly made, both in terms of acting and plot.",0.9,1,0,0.46619314,quality_sensitivity,medium_specific
strong_supporting_cast_value,1,"The user values strong supporting performances, indicating that they enhance the overall experience of the film.",0.8,0,1,0.41967043,quality_sensitivity,medium_specific
supermarionation_affinity,1,"The user has a strong preference for SuperMarionation productions, indicating a nostalgic connection to this style of filmmaking.",0.9,0,1,0.42201632,sensory_preference,medium_specific
support_for_collecting,1,The user frequently purchases multiple copies of movies and series to support their favorite franchises or collections.,0.95,0,1,0.3260351,brand_loyalty,medium_specific
support_for_female_characters,3,"The user values films that feature strong female characters, often highlighting their resilience and complexity.",0.75,0,3,0.37109834,emotional_resonance,medium_specific
support_for_lgbt_representation,1,"The user shows support for LGBT representation in film and television, appreciating actors who contribute to the community.",0.75,0,1,0.30758804,emotional_resonance,medium_specific
suspense_and_twists,1,"The user enjoys narratives that include suspense and unexpected twists, keeping them engaged and surprised.",0.9,0,1,0.5275844,pacing_preference,cdr_relevant
thought_provocation_value,1,"The user enjoys films that provoke thought and discussion, valuing deeper narratives over superficial entertainment.",0.85,0,1,0.49228448,emotional_resonance,medium_specific
thought_provoking_programs,1,"The user values programs that stimulate thought and discussion, as evidenced by their review of a 'thought provoking program'.",0.8,0,1,0.37636662,emotional_resonance,surface
thrill_seeker,1,"The user seeks thrilling experiences in films, particularly those that evoke strong emotional reactions.",0.8,0,1,0.5540287,sensory_preference,medium_specific
thriller_appreciation,2,"The user enjoys thrillers that keep them guessing, suggesting a preference for suspenseful narratives that engage the viewer's curiosity.",0.825,0,2,0.5049919,genre_preference,cdr_relevant
timeliness_of_delivery,3,"The user appreciates timely delivery of products, indicating that promptness enhances their viewing experience.",0.9,0,2,0.3225844,quality_sensitivity,surface
tolerance_for_average_movies,1,"The user shows a willingness to enjoy average or mediocre films, often rating them positively despite flaws.",0.7,0,0,0.5236204,quality_sensitivity,medium_specific
tolerance_for_predictability_in_kids_movies,1,"The user shows tolerance for predictability in children's movies, recognizing their intended purpose.",0.8,0,0,0.40808064,quality_sensitivity,medium_specific
tolerance_for_slow_pacing,1,"The user shows a preference for narratives that unfold slowly, allowing for a gradual reveal of plot and character details.",0.85,0,1,0.80676615,pacing_preference,cdr_relevant
unexpected_endings_enjoyment,5,"The user often feels let down by the endings of films, indicating a preference for satisfying conclusions.",0.73,0,4,0.43665546,sensory_preference,medium_specific
uplifting_content_preference,1,"The user enjoys uplifting and positive content, particularly in musicals and family-oriented films.",0.9,0,1,0.4972158,genre_preference,medium_specific
value_for_entertainment_quality,4,"The user places a high value on the overall entertainment quality of films and series, often rating them highly for this reason.",0.7875,0,4,0.48033673,sensory_preference,medium_specific
value_for_money,5,"The user expresses concern over the value of their purchases, particularly when products do not meet expectations.",0.8,1,3,0.33417422,emotional_resonance,meta
value_for_money_concern,1,"The user expresses concern about the cost of viewing content, indicating a preference for value in their entertainment choices.",0.75,0,0,0.3630492,emotional_resonance,meta
value_in_different_perspectives,1,The user appreciates films that offer different viewpoints or unique storytelling angles.,0.65,0,1,0.53056616,sensory_preference,medium_specific
value_of_story_twists,6,The user enjoys films with unique and creative storylines that offer unexpected twists.,0.8250000000000001,0,6,0.4944123,narrative_complexity,medium_specific
variable_rating_on_quality,1,"The user frequently gives variable ratings, indicating a nuanced view where they can appreciate aspects of a film while still finding it lacking overall.",0.75,0,0,0.5518075,quality_sensitivity,medium_specific
video_quality_concern,1,"The user expresses dissatisfaction with video playback quality, particularly issues like skipping and stopping.",0.9,1,0,0.41199663,quality_sensitivity,surface
visual_aesthetic_appreciation,15,"The user often highlights the importance of cinematography in films, particularly in creating atmosphere and enhancing storytelling.",0.81,0,14,0.5451635,sensory_preference,medium_specific
visual_quality_preference,1,The user values high visual quality in films and often upgrades to better formats like Blu-ray for enhanced viewing experiences.,0.85,0,1,0.49124613,sensory_preference,medium_specific
wes_anderson_critical_fan,1,"The user appreciates Wes Anderson's work but is critical of his lesser films, indicating a high standard for his style.",0.85,0,0,0.4223929,genre_preference,medium_specific
western_genre_preference,3,"The user expresses a strong admiration for classic westerns, often citing them as exemplary representations of American cinema.",0.8666666666666667,0,3,0.5739961,genre_preference,cdr_relevant
zombie_fanaticism,1,"The user has a particular fondness for zombie movies, viewing them as a form of escapism.",0.85,0,1,0.37544662,genre_preference,medium_specific
